Year,Cause Name,State,Age-adjusted Death Rate
2014,Cancer,North Carolina,169.3
2013,Cancer,North Carolina,167.6
2012,Cancer,North Carolina,170.2
2011,Cancer,North Carolina,175.0
2010,Cancer,North Carolina,179.0
2009,Cancer,North Carolina,176.9
2008,Cancer,North Carolina,181.3
2007,Cancer,North Carolina,187.1
2006,Cancer,North Carolina,191.4
2005,Cancer,North Carolina,191.2
2004,Cancer,North Carolina,193.7
2003,Cancer,North Carolina,193.9
2002,Cancer,North Carolina,199.9
2001,Cancer,North Carolina,202.7
2000,Cancer,North Carolina,204.2
1999,Cancer,North Carolina,207.1
2016,Cancer,North Dakota,142.7
2015,Cancer,North Dakota,152.9
2014,Cancer,North Dakota,152.3
2013,Cancer,North Dakota,151.8
2012,Cancer,North Dakota,150.7
2011,Cancer,North Dakota,161.0
2010,Cancer,North Dakota,157.1
2009,Cancer,North Dakota,156.3
2008,Cancer,North Dakota,171.4
2007,Cancer,North Dakota,162.6
2006,Cancer,North Dakota,180.2
2005,Cancer,North Dakota,170.5
2004,Cancer,North Dakota,166.8
2003,Cancer,North Dakota,179.2
2002,Cancer,North Dakota,175.5
2001,Cancer,North Dakota,189.2
2000,Cancer,North Dakota,183.7
1999,Cancer,North Dakota,186.7
2016,Cancer,Ohio,173.4
2015,Cancer,Ohio,175.1
2014,Cancer,Ohio,177.8
2013,Cancer,Ohio,177.6
2012,Cancer,Ohio,182.7
2011,Cancer,Ohio,184.9
2010,Cancer,Ohio,187.7
2009,Cancer,Ohio,190.5
2008,Cancer,Ohio,191.9
2007,Cancer,Ohio,196.3
2006,Cancer,Ohio,197.3
2005,Cancer,Ohio,198.1
2004,Cancer,Ohio,202.1
2003,Cancer,Ohio,205.3
2002,Cancer,Ohio,209.0
2001,Cancer,Ohio,208.4
2000,Cancer,Ohio,212.0
1999,Cancer,Ohio,215.4
2016,Cancer,Oklahoma,177.8
2015,Cancer,Oklahoma,184.3
2014,Cancer,Oklahoma,179.9
2013,Cancer,Oklahoma,185.7
2012,Cancer,Oklahoma,189.9
2011,Cancer,Oklahoma,191.1
2010,Cancer,Oklahoma,191.3
2009,Cancer,Oklahoma,189.2
2008,Cancer,Oklahoma,193.1
2007,Cancer,Oklahoma,198.5
2006,Cancer,Oklahoma,195.2
2005,Cancer,Oklahoma,198.0
2004,Cancer,Oklahoma,196.0
2003,Cancer,Oklahoma,199.8
2002,Cancer,Oklahoma,205.7
2001,Cancer,Oklahoma,206.3
2000,Cancer,Oklahoma,207.4
1999,Cancer,Oklahoma,206.7
2016,Cancer,Oregon,155.9
2015,Cancer,Oregon,160.2
2014,Cancer,Oregon,160.2
2013,Cancer,Oregon,163.4
2012,Cancer,Oregon,168.0
2011,Cancer,Oregon,172.6
2010,Cancer,Oregon,173.9
2009,Cancer,Oregon,172.7
2008,Cancer,Oregon,177.0
2007,Cancer,Oregon,178.8
2006,Cancer,Oregon,180.9
2005,Cancer,Oregon,186.5
2004,Cancer,Oregon,188.8
2003,Cancer,Oregon,192.5
2002,Cancer,Oregon,197.3
2001,Cancer,Oregon,196.5
2000,Cancer,Oregon,197.3
1999,Cancer,Oregon,198.2
2016,Cancer,Pennsylvania,164.7
2015,Cancer,Pennsylvania,167.2
2014,Cancer,Pennsylvania,169.6
2013,Cancer,Pennsylvania,170.6
2012,Cancer,Pennsylvania,175.5
2011,Cancer,Pennsylvania,178.0
2010,Cancer,Pennsylvania,181.6
2009,Cancer,Pennsylvania,182.5
2008,Cancer,Pennsylvania,184.7
2007,Cancer,Pennsylvania,186.9
2006,Cancer,Pennsylvania,190.5
2005,Cancer,Pennsylvania,195.6
2004,Cancer,Pennsylvania,196.1
2003,Cancer,Pennsylvania,200.0
2002,Cancer,Pennsylvania,201.9
2001,Cancer,Pennsylvania,204.4
2000,Cancer,Pennsylvania,207.0
1999,Cancer,Pennsylvania,209.5
2016,Cancer,Rhode Island,158.0
2015,Cancer,Rhode Island,163.1
2014,Cancer,Rhode Island,167.0
2013,Cancer,Rhode Island,174.6
2012,Cancer,Rhode Island,163.5
2011,Cancer,Rhode Island,167.6
2010,Cancer,Rhode Island,178.3
2009,Cancer,Rhode Island,174.9
2008,Cancer,Rhode Island,178.1
2007,Cancer,Rhode Island,178.4
2006,Cancer,Rhode Island,181.4
2005,Cancer,Rhode Island,186.8
2004,Cancer,Rhode Island,196.8
2003,Cancer,Rhode Island,192.1
2002,Cancer,Rhode Island,199.3
2001,Cancer,Rhode Island,202.5
2000,Cancer,Rhode Island,206.4
1999,Cancer,Rhode Island,210.3
2016,Cancer,South Carolina,167.7
2015,Cancer,South Carolina,166.6
2014,Cancer,South Carolina,171.4
2013,Cancer,South Carolina,174.0
2012,Cancer,South Carolina,178.8
2011,Cancer,South Carolina,182.0
2010,Cancer,South Carolina,183.6
2009,Cancer,South Carolina,182.8
2008,Cancer,South Carolina,190.0
2007,Cancer,South Carolina,188.5
2006,Cancer,South Carolina,194.7
2005,Cancer,South Carolina,198.2
2004,Cancer,South Carolina,195.8
2003,Cancer,South Carolina,204.4
2002,Cancer,South Carolina,205.8
2001,Cancer,South Carolina,208.3
2000,Cancer,South Carolina,212.6
1999,Cancer,South Carolina,211.7
2016,Cancer,South Dakota,156.7
2015,Cancer,South Dakota,154.0
2014,Cancer,South Dakota,163.4
2013,Cancer,South Dakota,154.5
2012,Cancer,South Dakota,163.0
2011,Cancer,South Dakota,169.7
2010,Cancer,South Dakota,171.0
2009,Cancer,South Dakota,158.7
2008,Cancer,South Dakota,168.4
2007,Cancer,South Dakota,174.3
2006,Cancer,South Dakota,173.1
2005,Cancer,South Dakota,182.6
2004,Cancer,South Dakota,177.5
2003,Cancer,South Dakota,190.3
2002,Cancer,South Dakota,183.3
2001,Cancer,South Dakota,188.5
2000,Cancer,South Dakota,190.5
1999,Cancer,South Dakota,197.4
2016,Cancer,Tennessee,179.9
2015,Cancer,Tennessee,180.5
2014,Cancer,Tennessee,184.2
2013,Cancer,Tennessee,185.5
2012,Cancer,Tennessee,187.6
2011,Cancer,Tennessee,189.0
2010,Cancer,Tennessee,195.7
2009,Cancer,Tennessee,197.5
2008,Cancer,Tennessee,197.2
2007,Cancer,Tennessee,201.6
2006,Cancer,Tennessee,204.6
2005,Cancer,Tennessee,210.3
2004,Cancer,Tennessee,208.1
2003,Cancer,Tennessee,212.7
2002,Cancer,Tennessee,214.6
2001,Cancer,Tennessee,213.1
2000,Cancer,Tennessee,218.8
1999,Cancer,Tennessee,213.9
2016,Cancer,Texas,148.5
2015,Cancer,Texas,149.2
2014,Cancer,Texas,152.9
2013,Cancer,Texas,156.9
2012,Cancer,Texas,160.3
2011,Cancer,Texas,162.3
2010,Cancer,Texas,165.9
2009,Cancer,Texas,164.4
2008,Cancer,Texas,169.9
2007,Cancer,Texas,171.9
2006,Cancer,Texas,176.1
2005,Cancer,Texas,178.9
2004,Cancer,Texas,182.1
2003,Cancer,Texas,186.1
2002,Cancer,Texas,192.2
2001,Cancer,Texas,192.6
2000,Cancer,Texas,196.3
1999,Cancer,Texas,196.1
2016,Cancer,Utah,122.4
2015,Cancer,Utah,125.2
2014,Cancer,Utah,127.4
2013,Cancer,Utah,127.6
2012,Cancer,Utah,128.2
2011,Cancer,Utah,125.7
2010,Cancer,Utah,133.7
2009,Cancer,Utah,124.7
2008,Cancer,Utah,125.4
2007,Cancer,Utah,133.2
2006,Cancer,Utah,139.9
2005,Cancer,Utah,140.9
2004,Cancer,Utah,141.1
2003,Cancer,Utah,144.6
2002,Cancer,Utah,144.4
2001,Cancer,Utah,144.3
2000,Cancer,Utah,151.2
1999,Cancer,Utah,155.7
2016,Cancer,Vermont,158.4
2015,Cancer,Vermont,165.3
2014,Cancer,Vermont,167.9
2013,Cancer,Vermont,163.4
2012,Cancer,Vermont,165.0
2011,Cancer,Vermont,175.9
2010,Cancer,Vermont,183.3
2009,Cancer,Vermont,169.2
2008,Cancer,Vermont,176.3
2007,Cancer,Vermont,188.6
2006,Cancer,Vermont,172.6
2005,Cancer,Vermont,175.9
2004,Cancer,Vermont,179.5
2003,Cancer,Vermont,183.6
2002,Cancer,Vermont,188.3
2001,Cancer,Vermont,196.4
2000,Cancer,Vermont,198.0
1999,Cancer,Vermont,203.7
2016,Cancer,Virginia,156.1
2015,Cancer,Virginia,159.5
2014,Cancer,Virginia,161.5
2013,Cancer,Virginia,162.0
2012,Cancer,Virginia,165.0
2011,Cancer,Virginia,170.8
2010,Cancer,Virginia,172.4
2009,Cancer,Virginia,176.2
2008,Cancer,Virginia,179.1
2007,Cancer,Virginia,184.0
2006,Cancer,Virginia,185.3
2005,Cancer,Virginia,190.0
2004,Cancer,Virginia,188.5
2003,Cancer,Virginia,198.1
2002,Cancer,Virginia,200.0
2001,Cancer,Virginia,200.5
2000,Cancer,Virginia,208.6
1999,Cancer,Virginia,209.1
2016,Cancer,Washington,150.9
2015,Cancer,Washington,156.4
2014,Cancer,Washington,155.5
2013,Cancer,Washington,156.1
2012,Cancer,Washington,161.4
2011,Cancer,Washington,166.1
2010,Cancer,Washington,170.5
2009,Cancer,Washington,174.9
2008,Cancer,Washington,175.5
2007,Cancer,Washington,179.0
2006,Cancer,Washington,175.3
2005,Cancer,Washington,181.0
2004,Cancer,Washington,184.6
2003,Cancer,Washington,190.4
2002,Cancer,Washington,190.6
2001,Cancer,Washington,194.2
2000,Cancer,Washington,195.8
1999,Cancer,Washington,198.3
2016,Cancer,West Virginia,182.2
2015,Cancer,West Virginia,190.4
2014,Cancer,West Virginia,195.1
2013,Cancer,West Virginia,190.8
2012,Cancer,West Virginia,191.8
2011,Cancer,West Virginia,200.1
2010,Cancer,West Virginia,198.0
2009,Cancer,West Virginia,204.2
2008,Cancer,West Virginia,198.5
2007,Cancer,West Virginia,204.3
2006,Cancer,West Virginia,203.6
2005,Cancer,West Virginia,207.4
2004,Cancer,West Virginia,212.2
2003,Cancer,West Virginia,211.6
2002,Cancer,West Virginia,215.2
2001,Cancer,West Virginia,219.2
2000,Cancer,West Virginia,223.9
1999,Cancer,West Virginia,225.1
2016,Cancer,Wisconsin,158.0
2015,Cancer,Wisconsin,159.3
2014,Cancer,Wisconsin,161.8
2013,Cancer,Wisconsin,165.2
2012,Cancer,Wisconsin,166.3
2011,Cancer,Wisconsin,175.5
2010,Cancer,Wisconsin,174.5
2009,Cancer,Wisconsin,169.5
2008,Cancer,Wisconsin,177.8
2007,Cancer,Wisconsin,177.2
2006,Cancer,Wisconsin,179.9
2005,Cancer,Wisconsin,182.8
2004,Cancer,Wisconsin,184.7
2003,Cancer,Wisconsin,183.4
2002,Cancer,Wisconsin,189.6
2001,Cancer,Wisconsin,191.6
2000,Cancer,Wisconsin,191.7
1999,Cancer,Wisconsin,195.5
2016,Cancer,Wyoming,140.9
2015,Cancer,Wyoming,139.4
2014,Cancer,Wyoming,140.7
2013,Cancer,Wyoming,148.2
2012,Cancer,Wyoming,154.2
2011,Cancer,Wyoming,156.0
2010,Cancer,Wyoming,172.6
2009,Cancer,Wyoming,164.7
2008,Cancer,Wyoming,156.7
2007,Cancer,Wyoming,172.9
2006,Cancer,Wyoming,174.6
2005,Cancer,Wyoming,169.2
2004,Cancer,Wyoming,171.7
2003,Cancer,Wyoming,188.9
2002,Cancer,Wyoming,177.1
2001,Cancer,Wyoming,194.0
2000,Cancer,Wyoming,185.5
1999,Cancer,Wyoming,195.1
2016,CLRD,Alabama,56.2
2015,CLRD,Alabama,56.4
2014,CLRD,Alabama,53.6
2013,CLRD,Alabama,54.8
2012,CLRD,Alabama,55.2
2011,CLRD,Alabama,55.2
2010,CLRD,Alabama,55.4
2009,CLRD,Alabama,54.2
2008,CLRD,Alabama,54.2
2007,CLRD,Alabama,51.3
2006,CLRD,Alabama,47.6
2005,CLRD,Alabama,50.1
2004,CLRD,Alabama,50.2
2003,CLRD,Alabama,52.4
2002,CLRD,Alabama,50.7
2001,CLRD,Alabama,48.3
2000,CLRD,Alabama,45.5
1999,CLRD,Alabama,48.6
2016,CLRD,Alaska,41.5
2015,CLRD,Alaska,37.8
2014,CLRD,Alaska,38.8
2013,CLRD,Alaska,37.9
2012,CLRD,Alaska,40.9
2011,CLRD,Alaska,41.8
2010,CLRD,Alaska,41.5
2009,CLRD,Alaska,49.7
2008,CLRD,Alaska,44.6
2007,CLRD,Alaska,45.5
2006,CLRD,Alaska,37.8
2005,CLRD,Alaska,42.7
2004,CLRD,Alaska,39.5
2003,CLRD,Alaska,46.9
2002,CLRD,Alaska,47.5
2001,CLRD,Alaska,49.9
2000,CLRD,Alaska,47.6
1999,CLRD,Alaska,56.4
2016,CLRD,Arizona,43.5
2015,CLRD,Arizona,43.8
2014,CLRD,Arizona,42.2
2013,CLRD,Arizona,43.5
2012,CLRD,Arizona,43.6
2011,CLRD,Arizona,44.5
2010,CLRD,Arizona,43.1
2009,CLRD,Arizona,42.7
2008,CLRD,Arizona,45.5
2007,CLRD,Arizona,42.9
2006,CLRD,Arizona,46.0
2005,CLRD,Arizona,48.0
2004,CLRD,Arizona,42.9
2003,CLRD,Arizona,46.5
2002,CLRD,Arizona,48.4
2001,CLRD,Arizona,47.7
2000,CLRD,Arizona,49.3
1999,CLRD,Arizona,51.2
2016,CLRD,Arkansas,59.1
2015,CLRD,Arkansas,62.4
2014,CLRD,Arkansas,58.9
2013,CLRD,Arkansas,60.1
2012,CLRD,Arkansas,55.8
2011,CLRD,Arkansas,58.9
2010,CLRD,Arkansas,53.5
2009,CLRD,Arkansas,56.2
2008,CLRD,Arkansas,58.7
2007,CLRD,Arkansas,52.6
2006,CLRD,Arkansas,48.1
2005,CLRD,Arkansas,51.1
2004,CLRD,Arkansas,47.4
2003,CLRD,Arkansas,50.1
2002,CLRD,Arkansas,48.5
2001,CLRD,Arkansas,46.5
2000,CLRD,Arkansas,48.0
1999,CLRD,Arkansas,46.8
2016,CLRD,California,32.6
2015,CLRD,California,33.1
2014,CLRD,California,32.0
2013,CLRD,California,35.3
2012,CLRD,California,34.5
2011,CLRD,California,36.7
2010,CLRD,California,37.0
2009,CLRD,California,37.5
2008,CLRD,California,39.9
2007,CLRD,California,38.3
2006,CLRD,California,40.1
2005,CLRD,California,41.8
2004,CLRD,California,40.6
2003,CLRD,California,44.2
2002,CLRD,California,42.6
2001,CLRD,California,44.4
2000,CLRD,California,44.6
1999,CLRD,California,46.9
2016,CLRD,Colorado,46.4
2015,CLRD,Colorado,47.8
2014,CLRD,Colorado,47.2
2013,CLRD,Colorado,45.9
2012,CLRD,Colorado,46.7
2011,CLRD,Colorado,46.4
2010,CLRD,Colorado,49.7
2009,CLRD,Colorado,47.8
2008,CLRD,Colorado,52.5
2007,CLRD,Colorado,49.4
2006,CLRD,Colorado,49.3
2005,CLRD,Colorado,50.9
2004,CLRD,Colorado,51.8
2003,CLRD,Colorado,54.0
2002,CLRD,Colorado,53.0
2001,CLRD,Colorado,53.9
2000,CLRD,Colorado,53.9
1999,CLRD,Colorado,58.1
2016,CLRD,Connecticut,30.5
2015,CLRD,Connecticut,29.7
2014,CLRD,Connecticut,30.2
2013,CLRD,Connecticut,29.7
2012,CLRD,Connecticut,30.9
2011,CLRD,Connecticut,32.1
2010,CLRD,Connecticut,29.4
2009,CLRD,Connecticut,33.5
2008,CLRD,Connecticut,35.3
2007,CLRD,Connecticut,32.3
2006,CLRD,Connecticut,35.0
2005,CLRD,Connecticut,36.1
2004,CLRD,Connecticut,35.4
2003,CLRD,Connecticut,36.1
2002,CLRD,Connecticut,36.9
2001,CLRD,Connecticut,38.2
2000,CLRD,Connecticut,40.1
1999,CLRD,Connecticut,37.8
2016,CLRD,Delaware,43.7
2015,CLRD,Delaware,42.5
2014,CLRD,Delaware,40.2
2013,CLRD,Delaware,43.5
2012,CLRD,Delaware,39.1
2011,CLRD,Delaware,44.8
2010,CLRD,Delaware,44.0
2009,CLRD,Delaware,43.4
2008,CLRD,Delaware,48.9
2007,CLRD,Delaware,40.5
2006,CLRD,Delaware,37.9
2005,CLRD,Delaware,46.8
2004,CLRD,Delaware,40.4
2003,CLRD,Delaware,40.6
2002,CLRD,Delaware,43.3
2001,CLRD,Delaware,38.3
2000,CLRD,Delaware,44.0
1999,CLRD,Delaware,42.7
2016,CLRD,District of Columbia,24.0
2015,CLRD,District of Columbia,23.4
2014,CLRD,District of Columbia,21.9
2013,CLRD,District of Columbia,25.0
2012,CLRD,District of Columbia,23.5
2011,CLRD,District of Columbia,25.4
2010,CLRD,District of Columbia,25.7
2009,CLRD,District of Columbia,24.5
2008,CLRD,District of Columbia,25.2
2007,CLRD,District of Columbia,23.5
2006,CLRD,District of Columbia,23.1
2005,CLRD,District of Columbia,24.0
2004,CLRD,District of Columbia,29.7
2003,CLRD,District of Columbia,24.7
2002,CLRD,District of Columbia,23.7
2001,CLRD,District of Columbia,26.8
2000,CLRD,District of Columbia,31.3
1999,CLRD,District of Columbia,29.9
2016,CLRD,Florida,38.0
2015,CLRD,Florida,38.4
2014,CLRD,Florida,38.0
2013,CLRD,Florida,39.9
2012,CLRD,Florida,38.4
2011,CLRD,Florida,38.5
2010,CLRD,Florida,40.1
2009,CLRD,Florida,40.3
2008,CLRD,Florida,41.1
2007,CLRD,Florida,38.6
2006,CLRD,Florida,37.5
2005,CLRD,Florida,40.4
2004,CLRD,Florida,39.1
2003,CLRD,Florida,40.4
2002,CLRD,Florida,40.9
2001,CLRD,Florida,41.2
2000,CLRD,Florida,40.3
1999,CLRD,Florida,43.1
2016,CLRD,Georgia,47.3
2015,CLRD,Georgia,46.7
2014,CLRD,Georgia,45.6
2013,CLRD,Georgia,45.4
2012,CLRD,Georgia,45.0
2011,CLRD,Georgia,45.3
2010,CLRD,Georgia,46.7
2009,CLRD,Georgia,46.7
2008,CLRD,Georgia,45.5
2007,CLRD,Georgia,45.1
2006,CLRD,Georgia,46.3
2005,CLRD,Georgia,48.4
2004,CLRD,Georgia,45.7
2003,CLRD,Georgia,48.7
2002,CLRD,Georgia,48.1
2001,CLRD,Georgia,48.3
2000,CLRD,Georgia,48.7
1999,CLRD,Georgia,49.1
2016,CLRD,Hawaii,17.7
2015,CLRD,Hawaii,17.3
2014,CLRD,Hawaii,17.1
2013,CLRD,Hawaii,15.6
2012,CLRD,Hawaii,17.7
2011,CLRD,Hawaii,18.9
2010,CLRD,Hawaii,18.0
2009,CLRD,Hawaii,19.1
2008,CLRD,Hawaii,19.2
2007,CLRD,Hawaii,19.9
2006,CLRD,Hawaii,20.0
2005,CLRD,Hawaii,19.8
2004,CLRD,Hawaii,22.0
2003,CLRD,Hawaii,21.1
2002,CLRD,Hawaii,20.0
2001,CLRD,Hawaii,21.9
2000,CLRD,Hawaii,22.4
1999,CLRD,Hawaii,24.0
2016,CLRD,Idaho,45.7
2015,CLRD,Idaho,46.3
2014,CLRD,Idaho,45.8
2013,CLRD,Idaho,46.7
2012,CLRD,Idaho,46.0
2011,CLRD,Idaho,51.5
2010,CLRD,Idaho,47.0
2009,CLRD,Idaho,48.2
2008,CLRD,Idaho,48.2
2007,CLRD,Idaho,47.1
2006,CLRD,Idaho,46.9
2005,CLRD,Idaho,54.1
2004,CLRD,Idaho,44.5
2003,CLRD,Idaho,47.9
2002,CLRD,Idaho,48.7
2001,CLRD,Idaho,48.6
2000,CLRD,Idaho,48.8
1999,CLRD,Idaho,49.5
2016,CLRD,Illinois,38.1
2015,CLRD,Illinois,38.2
2014,CLRD,Illinois,39.2
2013,CLRD,Illinois,39.3
2012,CLRD,Illinois,38.6
2011,CLRD,Illinois,39.9
2010,CLRD,Illinois,39.4
2009,CLRD,Illinois,40.3
2008,CLRD,Illinois,43.2
2007,CLRD,Illinois,37.0
2006,CLRD,Illinois,37.3
2005,CLRD,Illinois,40.4
2004,CLRD,Illinois,38.1
2003,CLRD,Illinois,39.5
2002,CLRD,Illinois,39.6
2001,CLRD,Illinois,39.5
2000,CLRD,Illinois,39.7
1999,CLRD,Illinois,43.2
2016,CLRD,Indiana,54.6
2015,CLRD,Indiana,55.4
2014,CLRD,Indiana,54.0
2013,CLRD,Indiana,58.4
2012,CLRD,Indiana,55.5
2011,CLRD,Indiana,57.9
2010,CLRD,Indiana,55.3
2009,CLRD,Indiana,55.5
2008,CLRD,Indiana,58.1
2007,CLRD,Indiana,49.3
2006,CLRD,Indiana,51.0
2005,CLRD,Indiana,54.8
2004,CLRD,Indiana,50.4
2003,CLRD,Indiana,52.8
2002,CLRD,Indiana,51.5
2001,CLRD,Indiana,52.1
2000,CLRD,Indiana,51.2
1999,CLRD,Indiana,51.6
2016,CLRD,Iowa,48.6
2015,CLRD,Iowa,49.1
2014,CLRD,Iowa,47.7
2013,CLRD,Iowa,47.8
2012,CLRD,Iowa,46.8
2011,CLRD,Iowa,47.6
2010,CLRD,Iowa,44.7
2009,CLRD,Iowa,48.7
2008,CLRD,Iowa,49.4
2007,CLRD,Iowa,44.6
2006,CLRD,Iowa,45.2
2005,CLRD,Iowa,47.0
2004,CLRD,Iowa,42.7
2003,CLRD,Iowa,46.6
2002,CLRD,Iowa,44.4
2001,CLRD,Iowa,43.6
2000,CLRD,Iowa,42.9
1999,CLRD,Iowa,46.8
2016,CLRD,Kansas,48.3
2015,CLRD,Kansas,49.7
2014,CLRD,Kansas,49.2
2013,CLRD,Kansas,50.3
2012,CLRD,Kansas,51.8
2011,CLRD,Kansas,51.3
2010,CLRD,Kansas,50.0
2009,CLRD,Kansas,50.6
2008,CLRD,Kansas,52.8
2007,CLRD,Kansas,48.6
2006,CLRD,Kansas,49.9
2005,CLRD,Kansas,52.7
2004,CLRD,Kansas,44.9
2003,CLRD,Kansas,49.5
2002,CLRD,Kansas,47.2
2001,CLRD,Kansas,50.1
2000,CLRD,Kansas,49.1
1999,CLRD,Kansas,48.7
2016,CLRD,Kentucky,66.3
2015,CLRD,Kentucky,64.3
2014,CLRD,Kentucky,63.8
2013,CLRD,Kentucky,64.6
2012,CLRD,Kentucky,64.2
2011,CLRD,Kentucky,64.1
2010,CLRD,Kentucky,60.0
2009,CLRD,Kentucky,62.2
2008,CLRD,Kentucky,65.2
2007,CLRD,Kentucky,59.9
2006,CLRD,Kentucky,55.6
2005,CLRD,Kentucky,61.0
2004,CLRD,Kentucky,54.8
2003,CLRD,Kentucky,58.4
2002,CLRD,Kentucky,59.3
2001,CLRD,Kentucky,56.6
2000,CLRD,Kentucky,54.8
1999,CLRD,Kentucky,59.0
2016,CLRD,Louisiana,43.0
2015,CLRD,Louisiana,43.2
2014,CLRD,Louisiana,45.5
2013,CLRD,Louisiana,47.3
2012,CLRD,Louisiana,44.5
2011,CLRD,Louisiana,41.5
2010,CLRD,Louisiana,43.6
2009,CLRD,Louisiana,42.7
2008,CLRD,Louisiana,44.0
2007,CLRD,Louisiana,40.0
2006,CLRD,Louisiana,40.8
2005,CLRD,Louisiana,44.6
2004,CLRD,Louisiana,38.4
2003,CLRD,Louisiana,41.4
2002,CLRD,Louisiana,41.2
2001,CLRD,Louisiana,43.2
2000,CLRD,Louisiana,41.7
1999,CLRD,Louisiana,40.2
2016,CLRD,Maine,47.4
2015,CLRD,Maine,53.6
2014,CLRD,Maine,48.1
2013,CLRD,Maine,49.1
2012,CLRD,Maine,45.4
2011,CLRD,Maine,48.4
2010,CLRD,Maine,47.4
2009,CLRD,Maine,48.6
2008,CLRD,Maine,47.8
2007,CLRD,Maine,44.5
2006,CLRD,Maine,49.1
2005,CLRD,Maine,53.2
2004,CLRD,Maine,49.7
2003,CLRD,Maine,51.3
2002,CLRD,Maine,52.9
2001,CLRD,Maine,54.4
2000,CLRD,Maine,53.0
1999,CLRD,Maine,52.6
2016,CLRD,Maryland,30.5
2015,CLRD,Maryland,30.7
2014,CLRD,Maryland,29.4
2013,CLRD,Maryland,32.5
2012,CLRD,Maryland,32.3
2011,CLRD,Maryland,34.3
2010,CLRD,Maryland,35.0
2009,CLRD,Maryland,36.3
2008,CLRD,Maryland,35.8
2007,CLRD,Maryland,35.2
2006,CLRD,Maryland,34.4
2005,CLRD,Maryland,36.5
2004,CLRD,Maryland,37.3
2003,CLRD,Maryland,39.5
2002,CLRD,Maryland,39.4
2001,CLRD,Maryland,39.5
2000,CLRD,Maryland,40.9
1999,CLRD,Maryland,41.6
2016,CLRD,Massachusetts,31.4
2015,CLRD,Massachusetts,33.0
2014,CLRD,Massachusetts,31.4
2013,CLRD,Massachusetts,31.7
2012,CLRD,Massachusetts,31.7
2011,CLRD,Massachusetts,33.9
2010,CLRD,Massachusetts,31.1
2009,CLRD,Massachusetts,33.8
2008,CLRD,Massachusetts,34.5
2007,CLRD,Massachusetts,31.6
2006,CLRD,Massachusetts,34.8
2005,CLRD,Massachusetts,36.6
2004,CLRD,Massachusetts,35.9
2003,CLRD,Massachusetts,38.9
2002,CLRD,Massachusetts,38.9
2001,CLRD,Massachusetts,40.2
2000,CLRD,Massachusetts,42.1
1999,CLRD,Massachusetts,41.6
2016,CLRD,Michigan,44.4
2015,CLRD,Michigan,47.5
2014,CLRD,Michigan,44.2
2013,CLRD,Michigan,46.7
2012,CLRD,Michigan,45.2
2011,CLRD,Michigan,45.5
2010,CLRD,Michigan,45.6
2009,CLRD,Michigan,45.0
2008,CLRD,Michigan,47.8
2007,CLRD,Michigan,43.4
2006,CLRD,Michigan,42.8
2005,CLRD,Michigan,43.4
2004,CLRD,Michigan,41.8
2003,CLRD,Michigan,44.6
2002,CLRD,Michigan,44.8
2001,CLRD,Michigan,42.5
2000,CLRD,Michigan,45.3
1999,CLRD,Michigan,45.3
2016,CLRD,Minnesota,35.8
2015,CLRD,Minnesota,36.4
2014,CLRD,Minnesota,36.0
2013,CLRD,Minnesota,37.1
2012,CLRD,Minnesota,35.3
2011,CLRD,Minnesota,37.1
2010,CLRD,Minnesota,35.1
2009,CLRD,Minnesota,34.8
2008,CLRD,Minnesota,37.8
2007,CLRD,Minnesota,32.5
2006,CLRD,Minnesota,33.2
2005,CLRD,Minnesota,37.4
2004,CLRD,Minnesota,35.7
2003,CLRD,Minnesota,35.8
2002,CLRD,Minnesota,39.2
2001,CLRD,Minnesota,38.8
2000,CLRD,Minnesota,39.0
1999,CLRD,Minnesota,41.3
2016,CLRD,Mississippi,62.0
2015,CLRD,Mississippi,57.1
2014,CLRD,Mississippi,52.2
2013,CLRD,Mississippi,54.3
2012,CLRD,Mississippi,54.7
2011,CLRD,Mississippi,55.1
2010,CLRD,Mississippi,55.2
2009,CLRD,Mississippi,52.7
2008,CLRD,Mississippi,51.6
2007,CLRD,Mississippi,48.7
2006,CLRD,Mississippi,48.4
2005,CLRD,Mississippi,52.0
2004,CLRD,Mississippi,48.3
2003,CLRD,Mississippi,50.7
2002,CLRD,Mississippi,50.3
2001,CLRD,Mississippi,49.1
2000,CLRD,Mississippi,46.5
1999,CLRD,Mississippi,47.2
2016,CLRD,Missouri,52.1
2015,CLRD,Missouri,52.8
2014,CLRD,Missouri,51.4
2013,CLRD,Missouri,52.9
2012,CLRD,Missouri,51.7
2011,CLRD,Missouri,50.5
2010,CLRD,Missouri,52.6
2009,CLRD,Missouri,51.9
2008,CLRD,Missouri,57.4
2007,CLRD,Missouri,47.6
2006,CLRD,Missouri,47.4
2005,CLRD,Missouri,49.2
2004,CLRD,Missouri,44.1
2003,CLRD,Missouri,47.9
2002,CLRD,Missouri,47.2
2001,CLRD,Missouri,47.8
2000,CLRD,Missouri,46.9
1999,CLRD,Missouri,51.7
2016,CLRD,Montana,51.9
2015,CLRD,Montana,50.2
2014,CLRD,Montana,50.3
2013,CLRD,Montana,50.7
2012,CLRD,Montana,48.6
2011,CLRD,Montana,52.9
2010,CLRD,Montana,51.3
2009,CLRD,Montana,51.6
2008,CLRD,Montana,61.0
2007,CLRD,Montana,54.7
2006,CLRD,Montana,53.3
2005,CLRD,Montana,54.9
